name,title,url,author,publisher,issued,publisher_classification,description,tags,license_id,license_url,license_notes,place,location,country,language,status,metadatacreated,generator,api_endpoint,api_type,full_metadata_download
gov_bc_ca,British Columbia (DataBC),http://www.data.gov.bc.ca/,Province of British Columbia,Province of British Columbia,,,You may send [feedback](https://extranet.gov.bc.ca/forms/dbc/contact/index.html) and [request datasets](https://extranet.gov.bc.ca/forms/dbc/contact/index.html). Adapted the UK [Open Government License](http://www.data.gov.bc.ca/dbc/admin/terms.page?).,canada,uk-ogl,,,British Columbia,"55,-125",CA,en,active,2011-10-14T20:39:32.904Z,,,,
govdata-de,German National Data Portal,http://govdata.de,BMI,BMI,,,"German national portal, using German national license.",level.national eu-official,other-open,,,Germany,"51.0834196,10.4234469",DE,de,active,2013-02-20T14:20:54.714Z,,,,
governo-aberto-do-estado-de-sao-paulo,Governo Aberto do Estado de São Paulo,http://www.governoaberto.sp.gov.br,Governo do Estado de São Paulo,Governo do Estado de São Paulo,,,"Databases from the state of São Paulo, Brazil. They're in an open format and downloads, some webservices and APIs are available.

Bases de dados do Estado de Sao Paulo, Brasil, em formato aberto, com download, webservice e APIs.",brazil economics government local sao-paulo,notspecified,,,"Estado de São Paulo, Brasil","-22.9366333,-47.0492906",br,pt,active,2011-07-12T20:33:58.95Z,,,,
grande-prairie-ab,"Grande Prairie County No. 1, Alberta",http://data.countygp.ab.ca/,"County of Grande Prairie No. 1, Alberta","County of Grande Prairie No. 1, Alberta",,,"Open Data released by the County of Grande Prairie No. 1, a municipal district in Alberta, Canada. You may send feedback [via e-mail](mailto:opendata@countygp.ab.ca). Adapts the [City of Toronto license](https://www.countygp.ab.ca/municipal/countygp/countygp-website.nsf/AllDoc/462C5D3B8363A1DE872579F00074012A?OpenDocument), which in turn is based upon the the UK Government's Open Government Licence for Public Sector Information.",canada,other-at,,,"Grande Prairie No. 1, Alberta","55.1706428,-118.794803",CA,en,active,2012-07-21T16:47:43.579Z,,,,
grandlyon,Grand Lyon Data Catalog,http://catalogue.data.grandlyon.com/,Grand Lyon,Grand Lyon,,,Geodata catalogue for the Lyon metropolitan area.,level.local lyon eu-official france,odc-odbl,,,Grand Lyon,"45.78486245,4.876063577",FR,fr,active,2012-09-05T08:23:24.571Z,,,,
graz,Graz Open Data,http://data.graz.gv.at,Stadt Graz,Stadt Graz,,,"Official open data portal for the city of Graz, Austria. The site runs OpenCms with CKAN as a back end; the catalogue is also exposed directly at http://ckan.data.graz.gv.at.",ckan austria,cc-by,,,"Graz, Austria","47.0708101,15.4382918",AT,de,active,2012-07-19T12:10:51.234Z,,,,
greater-manchester,DataGM,http://datagm.org.uk/,FutureEverything,Trafford Council,,Government,"DataGM has been created by public sector organisations in Greater Manchester, to release and bring together in one place as much data as possible.",city unitedkingdom,,,,"Greater Manchester, England","53.52416,-2.287136",UK,en,active,,CKAN,,CKAN API,
groningen,Groningen,http://data.groningen.nl,"Province Groningen, City of Groningen","Province Groningen, City of Groningen",,,"Joint open data platform for Groningen city and Groningen Province (Northern Netherlands). Other public sector or related bodies are invited to also publish their data through this.

The site does not indicate metadata license other than copyright for the site. Intended to be fully open though, will contact owners about this.",level.local level.regional eu-official netherlands,notspecified,,,Groningen,"53.2190692,6.5680421",NL,nl,active,2013-11-23T09:43:27.273Z,,,,
guardian-world-gov-data,Guardian World Government Data,http://www.guardian.co.uk/world-government-data,The Guardian,The Guardian,,,Gateway to government datasets from around the world curated by the Guardian newspaper in the UK.,news,,,,Global,"51.509508,-0.124969",Global,en,active,2012-04-18T10:39:44.126Z,,,,
guelph_ca,"Guelph, Ontario",http://openguelph.wpengine.com/open-data-guelph/,City of Guelph,City of Guelph,,,"No license other than this disclaimer:

> The Corporation of the City of Guelph makes no guarantees, representations, or warranties respecting the data, expressed or implied, arising by law or otherwise, including but not limited to, effectiveness, completeness, accuracy, or fitness for a particular purpose.",canada,,,,"Guelph, Ontario","43.5461764,-80.2470591",CA,en,active,2011-10-15T17:54:36.191Z,,,,
gwangju-metropolitan-city,광주광역시 정보공개포털,http://open.gwangju.go.kr/,Gwangju Metropolitan City,Gwangju Metropolitan City,,Government,광주광역시 정보공개포털,city southkorea,,,,Gwangju,"35.1667, 126.9167",KR,ko,active,,,,,
gyeonggi-province,경기데이터드림,http://data.gg.go.kr/,Gyeonggi Province,Gyeonggi Province,,Government,경기데이터드림,province southkorea,,,,Gyeonggi,"37.5000, 127.2500",KR,ko,active,,,,,
halifaxopendata_ca,"Halifax, Nova Scotia",https://www.halifaxopendata.ca/,Halifax Regional Municipality,Halifax Regional Municipality,,,"Halifax Regional Municipality, Nova Scotia, Canada open data portal.

Uses its [own license](https://www.halifaxopendata.ca/terms)

On September 25, 2012, Halifax Regional Council voted unanimously in favour of a 12-month Open Data Pilot Project that has enabled the public release of a selection of HRM data sets free of charge, and to engage citizens and industry experts in an open data applications contest. It’s part of their commitment to making municipal information more open, transparent and accessible as the current Data Dissemination Policy limits data access to defined groups and attaches fees depending on the category of clients.

Used Socrata.",level.local canada,,,,Halifax Regional Municipality,"44.649246,-63.575971",CA,en,inactive,2013-04-15T17:29:52.903Z,,,,
hamburg,Hamburg City Data Portal,http://daten.hamburg.de/,Hamburg city government,Hamburg city government,,,City data portal for Hamburg,level.local ckan eu-official germany,other-at,,,Hamburg,"53.5503414,10.000654",DE,de,active,2013-02-20T14:31:51.666Z,,,,
hamilton_ca,"Hamilton, Ontario",http://www.hamilton.ca/ProjectsInitiatives/OpenData/,City of Hamilton,City of Hamilton,,,Uses its [own license](http://www.hamilton.ca/Policies/AcceptableUseAgreement.htm).,canada,,,,"Hamilton, Ontario","43.254687,-79.8678197",CA,en,active,2011-10-14T20:46:05.346Z,,,,
hautes-de-seine,Hauts de Seine Data Portal,http://opendata.hauts-de-seine.net/,Hauts-de-Seine government,Hauts-de-Seine government,,,data portal for the French Departement Hauts-de-Seine,level.local eu-official,other-open,,,Hauts-de-Seine,"48.829224,2.218556",FR,fr,active,2013-02-20T14:29:16.875Z,,,,
healthdata-gov,HealthData.gov,http://www.healthdata.gov/,US Department of Health and Human Services,US Department of Health and Human Services,,,Official portal for US government health data.,health ckan unitedstates,,,,United States,"39.7837304,-100.4458825",US,en,active,2012-07-19T13:32:54.019Z,,,,
helsinki_finland,Helsinki Region Infoshare,http://www.hri.fi,Forum Virium Helsinki and City of Helsinki Urban Facts,Forum Virium Helsinki and City of Helsinki Urban Facts,,,"Helsinki Region Infoshare -datacatalogue offers open data from the Greater Helsinki region in Finland. The majority of the entries in the catalog are small static files containing statistical data about the region. These were added in the first wave when the service was set up. There is also several high quality APIs in the catalog for example from Helsinki Region Transport and Helsinki Metropolitan Area Public Libraries.

Powered by CKAN & Wordpress

Launched March 2011",ckan ctic level.regional eu-official finland,,,,Helsinki,"60.1666277,24.9435079",FI,fi,active,2011-06-27T18:13:41.308Z,,,,
houston_data_portal,Houston Data Portal,http://data.codeforhouston.com/,"City of Houston, US","City of Houston, US",,,"Data portal for the city of Houston, United States",houston ckan unitedstates,,,,"City of Houston, Texas (United States)","29.79880155,-95.56813383",US,en,active,2013-06-21T08:05:47.175Z,,,,
portal-oficial-ayuntamiento-de-rivas-vaciamadrid,Portal oficial Ayuntamiento de Rivas Vaciamadrid,http://datosabiertos.rivasciudad.es/,JESUS GARCIA RODRIGUEZ,Ayuntamiento de Rivas Vaciamadrid,25/04/2014,Government,Portal de datos abiertos del Ayuntamiento de Rivas Vaciamadrid.,,Open Data Commons - Attribution Share-alike (Open Database License),,,Rivas Vaciamadrid,"40.3492366,-3.568964",ES,es,active,,,,,
iati-registry,IATI Registry,http://iatiregistry.org/,IATI,IATI,,,"International Aid Transparency Initiative (IATI).

Open data for international aid.

Launched Dec 2010",aid spending ckan,,,,International,"0,0",,en,active,2011-10-14T14:35:53.489Z,,,,
idaho-tax,Idaho State Tax Commission Taxing District Portal,https://gisdata-istc.opendata.arcgis.com/,Idaho State Tax Commission GIS Department,,15/08/2020,Government,Dashboard of Taxing Districts in Idaho,taxes idaho unitedstates,Open Data Commons Open Database License (ODbL),https://opendatacommons.org/licenses/odbl/index.html,,Idaho,"43.615833, -116.201667",US,en,active,2020-08-31T10:28:48Z,,,,
igeo,"iGEO - Informação Geográfica | Open Data, Open Code, Open Minds...",http://www.igeo.pt/,José Martins,DGT - Direção-Geral do Território - Portugal,01/05/2014,Government,"Initiative of the Ministry of Environment, Spatial Planning and Energy, which aims to provide Public Administration data to society and research and education institutions, providing greater transparency to the work of public administration.

An Internet portal, created in May 2014 with the purpose to promote the use of open data through OGC services.

iGEO can be considered as a complement of the Portuguese Spatial Data Infrastruture (SNIG). URL: http://snig.dgterritorio.pt/portal/",,Other (Open),http://www.igeo.pt/DadosAbertos/Listagem.aspx,,"Lisbon, Portugal","38.7437396,-9.2302439",PT,pt,active,,,,,
incheon-metropolitan-city,인천광역시 데이터공유센터,http://open.incheon.go.kr/,Incheon Metropolitan City,Incheon Metropolitan City,,Government,인천광역시 데이터공유센터,city southkorea,,,,Incheon,"37.4833, 126.6333",KR,ko,active,,,,,
india,Data Portal India,http://data.gov.in/,Government of India,Government of India,,,Official data portal for the Government of India.,,,,,India,"22.3511148,78.6677428",IN,en,active,2012-09-03T13:18:23.85Z,,,,
indonesia-data-portal,Indonesia Data Portal,http://data.go.id,Peb,Open Government Indonesia,05/09/2014,Government,"Repository for data from ministries, local governments, public service companies, or other parties having Indonesia-related data.",,Creative Commons - Attribution,,,Indonesia,"-4.352196,122.265401",ID,id,active,,,,,
jakarta-province-gov,Jakarta Province Gov. Integrated Data Portal - Portal Data Terpadu Pemprov DKI Jakarta,http://data.jakarta.go.id,Peb,Pemprov DKI Jakarta,30/06/2015,Government,Data from departments under provincial government of Jakarta,,Creative Commons - Attribution,,,"Jakarta, Indonesia","-6.2293867,106.6894309",ID,id,active,,,,,
jeju-special-self-governing-province,제주특별자치도 공공데이터 포털,http://data.jeju.go.kr/,Jeju Special Self-Governing Province,Jeju Special Self-Governing Province,,Government,제주특별자치도 공공데이터 포털,province southkorea,,,,Jeju,"33.3667, 126.5333",KR,ko,active,,,,,
jyvaskyla_finland,Open Data in Jyväskylä,http://data.jyvaskyla.fi,City of Jyväskylä,City of Jyväskylä,,,Small scale initial listing of the open data resources of the City of Jyväskylä. Launched 2012,level.local eu-official finland,,,,Jyväskylä,"62.2393002,25.745951",FI,fi,active,2013-01-23T11:27:20.273Z,,,,
kamloops_bc,"Kamloops, British Columbia",http://www.kamloops.ca/downloads/maps/launch.htm,City of Kamloops,City of Kamloops,,,,canada,,,,ca,"50.678806,-120.324847","Kamloops, BrITish Columbia",en,active,2014-03-24T19:54:43.776Z,,,,
kaohsiung-city-government,Open Data.Kaohsiung,http://data.kaohsiung.gov.tw/Opendata/,Kaohsiung City Government,Kaohsiung City Government,,Government,Open Data.Kaohsiung,city taiwan,,,,Kaohsiung,"22.6333, 120.2667",TW,zh,active,,,,,
karnataka_learning_partnership,Karnataka Learning Partnership,http://data.klp.org.in/,Karnataka Learning Partnership,Karnataka Learning Partnership,,,"The Karnataka Learning Partnership is a public platform where all the stakeholders involved in primary education can participate and contribute to the cause of ensuring better schools and education for all children in Karnataka. This effort envisages a system where a network of non-profits working across multiple verticals - education, health, nutrition etc., will bring their data together to present a factual assessment and this will be used to galvanize community led ownership of the public schooling system to drive change.",india karnataka ckan,,,,"Karnataka, India","14.5203896,75.7223521",IN,en,active,2013-06-21T09:10:58.397Z,,,,
kelowna_bc,"Kelowna, British Columbia",http://www.kelowna.ca/CM/Page3936.aspx,City of Kelowna,City of Kelowna,,,,canada,,,,"Kelowna, British Columbia","49.8876629,-119.4961612",CA,en,active,2013-12-16T18:01:25.662Z,,,,
king-county,"King County, Washington",http://www.datakc.org/,King County,King County,,,"The King County Open Data Project is an ongoing effort to release high-value, machine readable data sets to the public. The data sets currently available come from many areas of county government. Ongoing efforts to expand the data are in progress. ",unitedstates,,,,"King County, Washington","47.4873376,-121.8622122",US,en,active,2011-07-28T03:54:34.669Z,,,,
kingston_on,"Kingston, Ontario",http://www.cityofkingston.ca/explore/data-catalogue,City of Kingston,City of Kingston,,,,canada,,,,"Kingston, Ontario","44.2299618,-76.4805666",CA,en,active,2014-08-08T05:52:16.304Z,,,,
korea-datahub,The Korea Data Hub,http://data.datahub.kr,Open Knowledge Korea,Open Knowledge Korea,,,Community-run Korean data portal.,ckan,,,,"Seoul, South Korea","37.566524,126.977936",KR,ko,active,2012-08-21T09:12:30.07Z,,,,
lanacion,La Nacion,http://data.lanacion.com.ar/,La Nacion (Argentina),La Nacion (Argentina),,,Data publisehed by La Nacion newspaper in Argentina (in Spanish).,news,,,,Argentina,"-35.1124869,-65.241974",AR,es,active,2012-04-18T10:35:16.833Z,,,,
landkaernten,Land Kärnten,http://data.ktn.gv.at/,Landesregierung Kärnten,Landesregierung Kärnten,,,,level.regional eu-official austria,cc-by,,,Land Kärnten,"46.63673265,13.67887231",AT,de,active,2013-10-02T12:28:48.289Z,,,,
